Inf;Sup;null
2005-09-02, 12:00:00,000;2005-09-02, 12:59:59,999;315.0
2005-09-02, 13:00:00,000;2005-09-02, 13:59:59,999;363.0
2005-09-02, 14:00:00,000;2005-09-02, 14:59:59,999;397.0
2005-09-02, 15:00:00,000;2005-09-02, 15:59:59,999;430.0
2005-09-02, 16:00:00,000;2005-09-02, 16:59:59,999;407.0
2005-09-02, 17:00:00,000;2005-09-02, 17:59:59,999;376.0
2005-09-02, 18:00:00,000;2005-09-02, 18:59:59,999;398.0
2005-09-02, 19:00:00,000;2005-09-02, 19:59:59,999;343.0
2005-09-02, 20:00:00,000;2005-09-02, 20:59:59,999;271.0
2005-09-02, 21:00:00,000;2005-09-02, 21:59:59,999;232.0
2005-09-02, 22:00:00,000;2005-09-02, 22:59:59,999;224.0
2005-09-02, 23:00:00,000;2005-09-02, 23:59:59,999;153.0
2005-09-03, 00:00:00,000;2005-09-03, 00:59:59,999;113.0
2005-09-03, 01:00:00,000;2005-09-03, 01:59:59,999;89.0
2005-09-03, 02:00:00,000;2005-09-03, 02:59:59,999;83.0
2005-09-03, 03:00:00,000;2005-09-03, 03:59:59,999;38.0
2005-09-03, 04:00:00,000;2005-09-03, 04:59:59,999;36.0
2005-09-03, 05:00:00,000;2005-09-03, 05:59:59,999;61.0
2005-09-03, 06:00:00,000;2005-09-03, 06:59:59,999;100.0
2005-09-03, 07:00:00,000;2005-09-03, 07:59:59,999;176.0
2005-09-03, 08:00:00,000;2005-09-03, 08:59:59,999;249.0
2005-09-03, 09:00:00,000;2005-09-03, 09:59:59,999;271.0
2005-09-03, 10:00:00,000;2005-09-03, 10:59:59,999;242.0
2005-09-03, 11:00:00,000;2005-09-03, 11:59:59,999;288.0
2005-09-03, 12:00:00,000;2005-09-03, 12:59:59,999;286.0
2005-09-03, 13:00:00,000;2005-09-03, 13:59:59,999;281.0
2005-09-03, 14:00:00,000;2005-09-03, 14:59:59,999;308.0
2005-09-03, 15:00:00,000;2005-09-03, 15:59:59,999;322.0
2005-09-03, 16:00:00,000;2005-09-03, 16:59:59,999;268.0
2005-09-03, 17:00:00,000;2005-09-03, 17:59:59,999;247.0
2005-09-03, 18:00:00,000;2005-09-03, 18:59:59,999;246.0
2005-09-03, 19:00:00,000;2005-09-03, 19:59:59,999;283.0
2005-09-03, 20:00:00,000;2005-09-03, 20:59:59,999;220.0
2005-09-03, 21:00:00,000;2005-09-03, 21:59:59,999;226.0
2005-09-03, 22:00:00,000;2005-09-03, 22:59:59,999;229.0
2005-09-03, 23:00:00,000;2005-09-03, 23:59:59,999;145.0
2005-09-04, 00:00:00,000;2005-09-04, 00:59:59,999;74.0
2005-09-04, 01:00:00,000;2005-09-04, 01:59:59,999;72.0
2005-09-04, 02:00:00,000;2005-09-04, 02:59:59,999;61.0
2005-09-04, 03:00:00,000;2005-09-04, 03:59:59,999;40.0
2005-09-04, 04:00:00,000;2005-09-04, 04:59:59,999;45.0
2005-09-04, 05:00:00,000;2005-09-04, 05:59:59,999;62.0
2005-09-04, 06:00:00,000;2005-09-04, 06:59:59,999;76.0
2005-09-04, 07:00:00,000;2005-09-04, 07:59:59,999;86.0
2005-09-04, 08:00:00,000;2005-09-04, 08:59:59,999;170.0
2005-09-04, 09:00:00,000;2005-09-04, 09:59:59,999;208.0
2005-09-04, 10:00:00,000;2005-09-04, 10:59:59,999;228.0
2005-09-04, 11:00:00,000;2005-09-04, 11:59:59,999;277.0
2005-09-04, 12:00:00,000;2005-09-04, 12:59:59,999;240.0
2005-09-04, 13:00:00,000;2005-09-04, 13:59:59,999;308.0
2005-09-04, 14:00:00,000;2005-09-04, 14:59:59,999;309.0
2005-09-04, 15:00:00,000;2005-09-04, 15:59:59,999;259.0
2005-09-04, 16:00:00,000;2005-09-04, 16:59:59,999;238.0
2005-09-04, 17:00:00,000;2005-09-04, 17:59:59,999;270.0
2005-09-04, 18:00:00,000;2005-09-04, 18:59:59,999;258.0
2005-09-04, 19:00:00,000;2005-09-04, 19:59:59,999;264.0
2005-09-04, 20:00:00,000;2005-09-04, 20:59:59,999;238.0
2005-09-04, 21:00:00,000;2005-09-04, 21:59:59,999;195.0
2005-09-04, 22:00:00,000;2005-09-04, 22:59:59,999;220.0
2005-09-04, 23:00:00,000;2005-09-04, 23:59:59,999;161.0
2005-09-05, 00:00:00,000;2005-09-05, 00:59:59,999;79.0
2005-09-05, 01:00:00,000;2005-09-05, 01:59:59,999;74.0
2005-09-05, 02:00:00,000;2005-09-05, 02:59:59,999;77.0
2005-09-05, 03:00:00,000;2005-09-05, 03:59:59,999;57.0
2005-09-05, 04:00:00,000;2005-09-05, 04:59:59,999;25.0
2005-09-05, 05:00:00,000;2005-09-05, 05:59:59,999;37.0
2005-09-05, 06:00:00,000;2005-09-05, 06:59:59,999;81.0
2005-09-05, 07:00:00,000;2005-09-05, 07:59:59,999;96.0
2005-09-05, 08:00:00,000;2005-09-05, 08:59:59,999;125.0
2005-09-05, 09:00:00,000;2005-09-05, 09:59:59,999;197.0
2005-09-05, 10:00:00,000;2005-09-05, 10:59:59,999;207.0
2005-09-05, 11:00:00,000;2005-09-05, 11:59:59,999;202.0
2005-09-05, 12:00:00,000;2005-09-05, 12:59:59,999;258.0
2005-09-05, 13:00:00,000;2005-09-05, 13:59:59,999;308.0
2005-09-05, 14:00:00,000;2005-09-05, 14:59:59,999;241.0
2005-09-05, 15:00:00,000;2005-09-05, 15:59:59,999;216.0
2005-09-05, 16:00:00,000;2005-09-05, 16:59:59,999;216.0
2005-09-05, 17:00:00,000;2005-09-05, 17:59:59,999;206.0
2005-09-05, 18:00:00,000;2005-09-05, 18:59:59,999;213.0
2005-09-05, 19:00:00,000;2005-09-05, 19:59:59,999;300.0
2005-09-05, 20:00:00,000;2005-09-05, 20:59:59,999;421.0
2005-09-05, 21:00:00,000;2005-09-05, 21:59:59,999;158.0
2005-09-05, 22:00:00,000;2005-09-05, 22:59:59,999;136.0
2005-09-05, 23:00:00,000;2005-09-05, 23:59:59,999;93.0
2005-09-06, 00:00:00,000;2005-09-06, 00:59:59,999;46.0
2005-09-06, 01:00:00,000;2005-09-06, 01:59:59,999;30.0
2005-09-06, 02:00:00,000;2005-09-06, 02:59:59,999;23.0
2005-09-06, 03:00:00,000;2005-09-06, 03:59:59,999;17.0
2005-09-06, 04:00:00,000;2005-09-06, 04:59:59,999;38.0
2005-09-06, 05:00:00,000;2005-09-06, 05:59:59,999;118.0
2005-09-06, 06:00:00,000;2005-09-06, 06:59:59,999;264.0
2005-09-06, 07:00:00,000;2005-09-06, 07:59:59,999;444.0
2005-09-06, 08:00:00,000;2005-09-06, 08:59:59,999;495.0
2005-09-06, 09:00:00,000;2005-09-06, 09:59:59,999;344.0
2005-09-06, 10:00:00,000;2005-09-06, 10:59:59,999;354.0
2005-09-06, 11:00:00,000;2005-09-06, 11:59:59,999;308.0
2005-09-06, 12:00:00,000;2005-09-06, 12:59:59,999;284.0
2005-09-06, 13:00:00,000;2005-09-06, 13:59:59,999;331.0
2005-09-06, 14:00:00,000;2005-09-06, 14:59:59,999;330.0
2005-09-06, 15:00:00,000;2005-09-06, 15:59:59,999;438.0
2005-09-06, 16:00:00,000;2005-09-06, 16:59:59,999;395.0
2005-09-06, 17:00:00,000;2005-09-06, 17:59:59,999;399.0
2005-09-06, 18:00:00,000;2005-09-06, 18:59:59,999;416.0
2005-09-06, 19:00:00,000;2005-09-06, 19:59:59,999;360.0
2005-09-06, 20:00:00,000;2005-09-06, 20:59:59,999;216.0
2005-09-06, 21:00:00,000;2005-09-06, 21:59:59,999;284.0
2005-09-06, 22:00:00,000;2005-09-06, 22:59:59,999;372.0
2005-09-06, 23:00:00,000;2005-09-06, 23:59:59,999;96.0
2005-09-07, 00:00:00,000;2005-09-07, 00:59:59,999;52.0
2005-09-07, 01:00:00,000;2005-09-07, 01:59:59,999;31.0
2005-09-07, 02:00:00,000;2005-09-07, 02:59:59,999;27.0
2005-09-07, 03:00:00,000;2005-09-07, 03:59:59,999;17.0
2005-09-07, 04:00:00,000;2005-09-07, 04:59:59,999;36.0
2005-09-07, 05:00:00,000;2005-09-07, 05:59:59,999;126.0
2005-09-07, 06:00:00,000;2005-09-07, 06:59:59,999;279.0
2005-09-07, 07:00:00,000;2005-09-07, 07:59:59,999;482.0
2005-09-07, 08:00:00,000;2005-09-07, 08:59:59,999;456.0
2005-09-07, 09:00:00,000;2005-09-07, 09:59:59,999;414.0
2005-09-07, 10:00:00,000;2005-09-07, 10:59:59,999;379.0
2005-09-07, 11:00:00,000;2005-09-07, 11:59:59,999;337.0
2005-09-07, 12:00:00,000;2005-09-07, 12:59:59,999;306.0
2005-09-07, 13:00:00,000;2005-09-07, 13:59:59,999;351.0
2005-09-07, 14:00:00,000;2005-09-07, 14:59:59,999;415.0
2005-09-07, 15:00:00,000;2005-09-07, 15:59:59,999;455.0
2005-09-07, 16:00:00,000;2005-09-07, 16:59:59,999;440.0
2005-09-07, 17:00:00,000;2005-09-07, 17:59:59,999;444.0
2005-09-07, 18:00:00,000;2005-09-07, 18:59:59,999;446.0
2005-09-07, 19:00:00,000;2005-09-07, 19:59:59,999;333.0
2005-09-07, 20:00:00,000;2005-09-07, 20:59:59,999;271.0
2005-09-07, 21:00:00,000;2005-09-07, 21:59:59,999;389.0
2005-09-07, 22:00:00,000;2005-09-07, 22:59:59,999;356.0
2005-09-07, 23:00:00,000;2005-09-07, 23:59:59,999;240.0
2005-09-08, 00:00:00,000;2005-09-08, 00:59:59,999;114.0
2005-09-08, 01:00:00,000;2005-09-08, 01:59:59,999;71.0
2005-09-08, 02:00:00,000;2005-09-08, 02:59:59,999;48.0
2005-09-08, 03:00:00,000;2005-09-08, 03:59:59,999;21.0
2005-09-08, 04:00:00,000;2005-09-08, 04:59:59,999;42.0
2005-09-08, 05:00:00,000;2005-09-08, 05:59:59,999;115.0
2005-09-08, 06:00:00,000;2005-09-08, 06:59:59,999;265.0
2005-09-08, 07:00:00,000;2005-09-08, 07:59:59,999;497.0
2005-09-08, 08:00:00,000;2005-09-08, 08:59:59,999;502.0
2005-09-08, 09:00:00,000;2005-09-08, 09:59:59,999;414.0
2005-09-08, 10:00:00,000;2005-09-08, 10:59:59,999;404.0
2005-09-08, 11:00:00,000;2005-09-08, 11:59:59,999;320.0
2005-09-08, 12:00:00,000;2005-09-08, 12:59:59,999;366.0
2005-09-08, 13:00:00,000;2005-09-08, 13:59:59,999;345.0
2005-09-08, 14:00:00,000;2005-09-08, 14:59:59,999;408.0
2005-09-08, 15:00:00,000;2005-09-08, 15:59:59,999;507.0
2005-09-08, 16:00:00,000;2005-09-08, 16:59:59,999;479.0
2005-09-08, 17:00:00,000;2005-09-08, 17:59:59,999;444.0
2005-09-08, 18:00:00,000;2005-09-08, 18:59:59,999;443.0
2005-09-08, 19:00:00,000;2005-09-08, 19:59:59,999;382.0
2005-09-08, 20:00:00,000;2005-09-08, 20:59:59,999;278.0
2005-09-08, 21:00:00,000;2005-09-08, 21:59:59,999;256.0
2005-09-08, 22:00:00,000;2005-09-08, 22:59:59,999;211.0
2005-09-08, 23:00:00,000;2005-09-08, 23:59:59,999;175.0
2005-09-09, 00:00:00,000;2005-09-09, 00:59:59,999;85.0
2005-09-09, 01:00:00,000;2005-09-09, 01:59:59,999;65.0
2005-09-09, 02:00:00,000;2005-09-09, 02:59:59,999;50.0
2005-09-09, 03:00:00,000;2005-09-09, 03:59:59,999;36.0
2005-09-09, 04:00:00,000;2005-09-09, 04:59:59,999;33.0
2005-09-09, 05:00:00,000;2005-09-09, 05:59:59,999;133.0
2005-09-09, 06:00:00,000;2005-09-09, 06:59:59,999;274.0
2005-09-09, 07:00:00,000;2005-09-09, 07:59:59,999;424.0
2005-09-09, 08:00:00,000;2005-09-09, 08:59:59,999;455.0
2005-09-09, 09:00:00,000;2005-09-09, 09:59:59,999;404.0
2005-09-09, 10:00:00,000;2005-09-09, 10:59:59,999;375.0
2005-09-09, 11:00:00,000;2005-09-09, 11:59:59,999;313.0
2005-09-09, 12:00:00,000;2005-09-09, 12:59:59,999;328.0
2005-09-09, 13:00:00,000;2005-09-09, 13:59:59,999;319.0
2005-09-09, 14:00:00,000;2005-09-09, 14:59:59,999;392.0
2005-09-09, 15:00:00,000;2005-09-09, 15:59:59,999;412.0
2005-09-09, 16:00:00,000;2005-09-09, 16:59:59,999;405.0
2005-09-09, 17:00:00,000;2005-09-09, 17:59:59,999;435.0
2005-09-09, 18:00:00,000;2005-09-09, 18:59:59,999;429.0
2005-09-09, 19:00:00,000;2005-09-09, 19:59:59,999;411.0
2005-09-09, 20:00:00,000;2005-09-09, 20:59:59,999;250.0
2005-09-09, 21:00:00,000;2005-09-09, 21:59:59,999;270.0
2005-09-09, 22:00:00,000;2005-09-09, 22:59:59,999;301.0
2005-09-09, 23:00:00,000;2005-09-09, 23:59:59,999;298.0
2005-09-10, 00:00:00,000;2005-09-10, 00:59:59,999;157.0
2005-09-10, 01:00:00,000;2005-09-10, 01:59:59,999;183.0
2005-09-10, 02:00:00,000;2005-09-10, 02:59:59,999;172.0
2005-09-10, 03:00:00,000;2005-09-10, 03:59:59,999;89.0
2005-09-10, 04:00:00,000;2005-09-10, 04:59:59,999;78.0
2005-09-10, 05:00:00,000;2005-09-10, 05:59:59,999;135.0
2005-09-10, 06:00:00,000;2005-09-10, 06:59:59,999;274.0
2005-09-10, 07:00:00,000;2005-09-10, 07:59:59,999;250.0
2005-09-10, 08:00:00,000;2005-09-10, 08:59:59,999;243.0
2005-09-10, 09:00:00,000;2005-09-10, 09:59:59,999;267.0
2005-09-10, 10:00:00,000;2005-09-10, 10:59:59,999;289.0
2005-09-10, 11:00:00,000;2005-09-10, 11:59:59,999;324.0
2005-09-10, 12:00:00,000;2005-09-10, 12:59:59,999;288.0
2005-09-10, 13:00:00,000;2005-09-10, 13:59:59,999;NaN
2005-09-10, 14:00:00,000;2005-09-10, 14:59:59,999;NaN
2005-09-10, 15:00:00,000;2005-09-10, 15:59:59,999;NaN
2005-09-10, 16:00:00,000;2005-09-10, 16:59:59,999;NaN
2005-09-10, 17:00:00,000;2005-09-10, 17:59:59,999;NaN
2005-09-10, 18:00:00,000;2005-09-10, 18:59:59,999;NaN
2005-09-10, 19:00:00,000;2005-09-10, 19:59:59,999;NaN
2005-09-10, 20:00:00,000;2005-09-10, 20:59:59,999;NaN
2005-09-10, 21:00:00,000;2005-09-10, 21:59:59,999;NaN
2005-09-10, 22:00:00,000;2005-09-10, 22:59:59,999;NaN
2005-09-10, 23:00:00,000;2005-09-10, 23:59:59,999;NaN
2005-09-11, 00:00:00,000;2005-09-11, 00:59:59,999;NaN
2005-09-11, 01:00:00,000;2005-09-11, 01:59:59,999;NaN
2005-09-11, 02:00:00,000;2005-09-11, 02:59:59,999;NaN
2005-09-11, 03:00:00,000;2005-09-11, 03:59:59,999;NaN
2005-09-11, 04:00:00,000;2005-09-11, 04:59:59,999;NaN
2005-09-11, 05:00:00,000;2005-09-11, 05:59:59,999;NaN
2005-09-11, 06:00:00,000;2005-09-11, 06:59:59,999;67.0
2005-09-11, 07:00:00,000;2005-09-11, 07:59:59,999;113.0
2005-09-11, 08:00:00,000;2005-09-11, 08:59:59,999;171.0
2005-09-11, 09:00:00,000;2005-09-11, 09:59:59,999;271.0
2005-09-11, 10:00:00,000;2005-09-11, 10:59:59,999;310.0
2005-09-11, 11:00:00,000;2005-09-11, 11:59:59,999;299.0
2005-09-11, 12:00:00,000;2005-09-11, 12:59:59,999;299.0
2005-09-11, 13:00:00,000;2005-09-11, 13:59:59,999;329.0
2005-09-11, 14:00:00,000;2005-09-11, 14:59:59,999;310.0
2005-09-11, 15:00:00,000;2005-09-11, 15:59:59,999;363.0
2005-09-11, 16:00:00,000;2005-09-11, 16:59:59,999;474.0
2005-09-11, 17:00:00,000;2005-09-11, 17:59:59,999;347.0
2005-09-11, 18:00:00,000;2005-09-11, 18:59:59,999;254.0
2005-09-11, 19:00:00,000;2005-09-11, 19:59:59,999;239.0
2005-09-11, 20:00:00,000;2005-09-11, 20:59:59,999;230.0
2005-09-11, 21:00:00,000;2005-09-11, 21:59:59,999;154.0
2005-09-11, 22:00:00,000;2005-09-11, 22:59:59,999;125.0
2005-09-11, 23:00:00,000;2005-09-11, 23:59:59,999;82.0
2005-09-12, 00:00:00,000;2005-09-12, 00:59:59,999;47.0
2005-09-12, 01:00:00,000;2005-09-12, 01:59:59,999;37.0
2005-09-12, 02:00:00,000;2005-09-12, 02:59:59,999;21.0
2005-09-12, 03:00:00,000;2005-09-12, 03:59:59,999;25.0
2005-09-12, 04:00:00,000;2005-09-12, 04:59:59,999;46.0
2005-09-12, 05:00:00,000;2005-09-12, 05:59:59,999;106.0
2005-09-12, 06:00:00,000;2005-09-12, 06:59:59,999;235.0
2005-09-12, 07:00:00,000;2005-09-12, 07:59:59,999;NaN
2005-09-12, 08:00:00,000;2005-09-12, 08:59:59,999;453.0
2005-09-12, 09:00:00,000;2005-09-12, 09:59:59,999;418.0
2005-09-12, 10:00:00,000;2005-09-12, 10:59:59,999;342.0
2005-09-12, 11:00:00,000;2005-09-12, 11:59:59,999;287.0
2005-09-12, 12:00:00,000;2005-09-12, 12:59:59,999;NaN
2005-09-12, 13:00:00,000;2005-09-12, 13:59:59,999;NaN
2005-09-12, 14:00:00,000;2005-09-12, 14:59:59,999;NaN
2005-09-12, 15:00:00,000;2005-09-12, 15:59:59,999;480.0
2005-09-12, 16:00:00,000;2005-09-12, 16:59:59,999;421.0
2005-09-12, 17:00:00,000;2005-09-12, 17:59:59,999;445.0
2005-09-12, 18:00:00,000;2005-09-12, 18:59:59,999;449.0
2005-09-12, 19:00:00,000;2005-09-12, 19:59:59,999;357.0
2005-09-12, 20:00:00,000;2005-09-12, 20:59:59,999;223.0
2005-09-12, 21:00:00,000;2005-09-12, 21:59:59,999;341.0
2005-09-12, 22:00:00,000;2005-09-12, 22:59:59,999;236.0
2005-09-12, 23:00:00,000;2005-09-12, 23:59:59,999;95.0
2005-09-13, 00:00:00,000;2005-09-13, 00:59:59,999;NaN
2005-09-13, 01:00:00,000;2005-09-13, 01:59:59,999;NaN
2005-09-13, 02:00:00,000;2005-09-13, 02:59:59,999;NaN
2005-09-13, 03:00:00,000;2005-09-13, 03:59:59,999;NaN
2005-09-13, 04:00:00,000;2005-09-13, 04:59:59,999;NaN
2005-09-13, 05:00:00,000;2005-09-13, 05:59:59,999;NaN
2005-09-13, 06:00:00,000;2005-09-13, 06:59:59,999;NaN
2005-09-13, 07:00:00,000;2005-09-13, 07:59:59,999;NaN
2005-09-13, 08:00:00,000;2005-09-13, 08:59:59,999;461.0
2005-09-13, 09:00:00,000;2005-09-13, 09:59:59,999;432.0
2005-09-13, 10:00:00,000;2005-09-13, 10:59:59,999;338.0
2005-09-13, 11:00:00,000;2005-09-13, 11:59:59,999;316.0
2005-09-13, 12:00:00,000;2005-09-13, 12:59:59,999;328.0
2005-09-13, 13:00:00,000;2005-09-13, 13:59:59,999;291.0
2005-09-13, 14:00:00,000;2005-09-13, 14:59:59,999;404.0
2005-09-13, 15:00:00,000;2005-09-13, 15:59:59,999;470.0
2005-09-13, 16:00:00,000;2005-09-13, 16:59:59,999;410.0
2005-09-13, 17:00:00,000;2005-09-13, 17:59:59,999;449.0
2005-09-13, 18:00:00,000;2005-09-13, 18:59:59,999;444.0
2005-09-13, 19:00:00,000;2005-09-13, 19:59:59,999;329.0
2005-09-13, 20:00:00,000;2005-09-13, 20:59:59,999;226.0
2005-09-13, 21:00:00,000;2005-09-13, 21:59:59,999;269.0
2005-09-13, 22:00:00,000;2005-09-13, 22:59:59,999;328.0
2005-09-13, 23:00:00,000;2005-09-13, 23:59:59,999;113.0
2005-09-14, 00:00:00,000;2005-09-14, 00:59:59,999;54.0
2005-09-14, 01:00:00,000;2005-09-14, 01:59:59,999;44.0
2005-09-14, 02:00:00,000;2005-09-14, 02:59:59,999;34.0
2005-09-14, 03:00:00,000;2005-09-14, 03:59:59,999;23.0
2005-09-14, 04:00:00,000;2005-09-14, 04:59:59,999;31.0
2005-09-14, 05:00:00,000;2005-09-14, 05:59:59,999;110.0
2005-09-14, 06:00:00,000;2005-09-14, 06:59:59,999;274.0
2005-09-14, 07:00:00,000;2005-09-14, 07:59:59,999;473.0
2005-09-14, 08:00:00,000;2005-09-14, 08:59:59,999;481.0
2005-09-14, 09:00:00,000;2005-09-14, 09:59:59,999;435.0
2005-09-14, 10:00:00,000;2005-09-14, 10:59:59,999;369.0
2005-09-14, 11:00:00,000;2005-09-14, 11:59:59,999;315.0
2005-09-14, 12:00:00,000;2005-09-14, 12:59:59,999;NaN
2005-09-14, 13:00:00,000;2005-09-14, 13:59:59,999;NaN
2005-09-14, 14:00:00,000;2005-09-14, 14:59:59,999;NaN
2005-09-14, 15:00:00,000;2005-09-14, 15:59:59,999;NaN
2005-09-14, 16:00:00,000;2005-09-14, 16:59:59,999;442.0
2005-09-14, 17:00:00,000;2005-09-14, 17:59:59,999;447.0
2005-09-14, 18:00:00,000;2005-09-14, 18:59:59,999;393.0
2005-09-14, 19:00:00,000;2005-09-14, 19:59:59,999;359.0
2005-09-14, 20:00:00,000;2005-09-14, 20:59:59,999;254.0
2005-09-14, 21:00:00,000;2005-09-14, 21:59:59,999;298.0
2005-09-14, 22:00:00,000;2005-09-14, 22:59:59,999;355.0
2005-09-14, 23:00:00,000;2005-09-14, 23:59:59,999;131.0
2005-09-15, 00:00:00,000;2005-09-15, 00:59:59,999;66.0
2005-09-15, 01:00:00,000;2005-09-15, 01:59:59,999;49.0
2005-09-15, 02:00:00,000;2005-09-15, 02:59:59,999;51.0
2005-09-15, 03:00:00,000;2005-09-15, 03:59:59,999;21.0
2005-09-15, 04:00:00,000;2005-09-15, 04:59:59,999;43.0
2005-09-15, 05:00:00,000;2005-09-15, 05:59:59,999;102.0
2005-09-15, 06:00:00,000;2005-09-15, 06:59:59,999;247.0
2005-09-15, 07:00:00,000;2005-09-15, 07:59:59,999;480.0
2005-09-15, 08:00:00,000;2005-09-15, 08:59:59,999;533.0
2005-09-15, 09:00:00,000;2005-09-15, 09:59:59,999;472.0
2005-09-15, 10:00:00,000;2005-09-15, 10:59:59,999;380.0
2005-09-15, 11:00:00,000;2005-09-15, 11:59:59,999;330.0
2005-09-15, 12:00:00,000;2005-09-15, 12:59:59,999;355.0
2005-09-15, 13:00:00,000;2005-09-15, 13:59:59,999;NaN
2005-09-15, 14:00:00,000;2005-09-15, 14:59:59,999;NaN
2005-09-15, 15:00:00,000;2005-09-15, 15:59:59,999;492.0
2005-09-15, 16:00:00,000;2005-09-15, 16:59:59,999;438.0
2005-09-15, 17:00:00,000;2005-09-15, 17:59:59,999;442.0
2005-09-15, 18:00:00,000;2005-09-15, 18:59:59,999;405.0
2005-09-15, 19:00:00,000;2005-09-15, 19:59:59,999;360.0
2005-09-15, 20:00:00,000;2005-09-15, 20:59:59,999;243.0
2005-09-15, 21:00:00,000;2005-09-15, 21:59:59,999;228.0
2005-09-15, 22:00:00,000;2005-09-15, 22:59:59,999;218.0
2005-09-15, 23:00:00,000;2005-09-15, 23:59:59,999;121.0
2005-09-16, 00:00:00,000;2005-09-16, 00:59:59,999;60.0
2005-09-16, 01:00:00,000;2005-09-16, 01:59:59,999;47.0
2005-09-16, 02:00:00,000;2005-09-16, 02:59:59,999;46.0
2005-09-16, 03:00:00,000;2005-09-16, 03:59:59,999;27.0
2005-09-16, 04:00:00,000;2005-09-16, 04:59:59,999;44.0
2005-09-16, 05:00:00,000;2005-09-16, 05:59:59,999;97.0
2005-09-16, 06:00:00,000;2005-09-16, 06:59:59,999;246.0
2005-09-16, 07:00:00,000;2005-09-16, 07:59:59,999;432.0
2005-09-16, 08:00:00,000;2005-09-16, 08:59:59,999;452.0
2005-09-16, 09:00:00,000;2005-09-16, 09:59:59,999;411.0
2005-09-16, 10:00:00,000;2005-09-16, 10:59:59,999;414.0
2005-09-16, 11:00:00,000;2005-09-16, 11:59:59,999;NaN
2005-09-16, 12:00:00,000;2005-09-16, 12:59:59,999;366.0
2005-09-16, 13:00:00,000;2005-09-16, 13:59:59,999;371.0
2005-09-16, 14:00:00,000;2005-09-16, 14:59:59,999;438.0
2005-09-16, 15:00:00,000;2005-09-16, 15:59:59,999;486.0
2005-09-16, 16:00:00,000;2005-09-16, 16:59:59,999;443.0
2005-09-16, 17:00:00,000;2005-09-16, 17:59:59,999;433.0
2005-09-16, 18:00:00,000;2005-09-16, 18:59:59,999;426.0
2005-09-16, 19:00:00,000;2005-09-16, 19:59:59,999;457.0
2005-09-16, 20:00:00,000;2005-09-16, 20:59:59,999;300.0
2005-09-16, 21:00:00,000;2005-09-16, 21:59:59,999;279.0
2005-09-16, 22:00:00,000;2005-09-16, 22:59:59,999;216.0
2005-09-16, 23:00:00,000;2005-09-16, 23:59:59,999;146.0
2005-09-17, 00:00:00,000;2005-09-17, 00:59:59,999;107.0
2005-09-17, 01:00:00,000;2005-09-17, 01:59:59,999;95.0
2005-09-17, 02:00:00,000;2005-09-17, 02:59:59,999;66.0
2005-09-17, 03:00:00,000;2005-09-17, 03:59:59,999;40.0
2005-09-17, 04:00:00,000;2005-09-17, 04:59:59,999;35.0
2005-09-17, 05:00:00,000;2005-09-17, 05:59:59,999;NaN
2005-09-17, 06:00:00,000;2005-09-17, 06:59:59,999;NaN
2005-09-17, 07:00:00,000;2005-09-17, 07:59:59,999;177.0
2005-09-17, 08:00:00,000;2005-09-17, 08:59:59,999;NaN
2005-09-17, 09:00:00,000;2005-09-17, 09:59:59,999;NaN
2005-09-17, 10:00:00,000;2005-09-17, 10:59:59,999;NaN
2005-09-17, 11:00:00,000;2005-09-17, 11:59:59,999;NaN
2005-09-17, 12:00:00,000;2005-09-17, 12:59:59,999;NaN
2005-09-17, 13:00:00,000;2005-09-17, 13:59:59,999;NaN
2005-09-17, 14:00:00,000;2005-09-17, 14:59:59,999;NaN
2005-09-17, 15:00:00,000;2005-09-17, 15:59:59,999;NaN
2005-09-17, 16:00:00,000;2005-09-17, 16:59:59,999;NaN
2005-09-17, 17:00:00,000;2005-09-17, 17:59:59,999;NaN
2005-09-17, 18:00:00,000;2005-09-17, 18:59:59,999;337.0
2005-09-17, 19:00:00,000;2005-09-17, 19:59:59,999;302.0
2005-09-17, 20:00:00,000;2005-09-17, 20:59:59,999;243.0
2005-09-17, 21:00:00,000;2005-09-17, 21:59:59,999;268.0
2005-09-17, 22:00:00,000;2005-09-17, 22:59:59,999;287.0
2005-09-17, 23:00:00,000;2005-09-17, 23:59:59,999;238.0
2005-09-18, 00:00:00,000;2005-09-18, 00:59:59,999;132.0
2005-09-18, 01:00:00,000;2005-09-18, 01:59:59,999;108.0
2005-09-18, 02:00:00,000;2005-09-18, 02:59:59,999;82.0
2005-09-18, 03:00:00,000;2005-09-18, 03:59:59,999;52.0
2005-09-18, 04:00:00,000;2005-09-18, 04:59:59,999;32.0
2005-09-18, 05:00:00,000;2005-09-18, 05:59:59,999;58.0
2005-09-18, 06:00:00,000;2005-09-18, 06:59:59,999;73.0
2005-09-18, 07:00:00,000;2005-09-18, 07:59:59,999;85.0
2005-09-18, 08:00:00,000;2005-09-18, 08:59:59,999;188.0
2005-09-18, 09:00:00,000;2005-09-18, 09:59:59,999;188.0
2005-09-18, 10:00:00,000;2005-09-18, 10:59:59,999;246.0
2005-09-18, 11:00:00,000;2005-09-18, 11:59:59,999;339.0
2005-09-18, 12:00:00,000;2005-09-18, 12:59:59,999;275.0
2005-09-18, 13:00:00,000;2005-09-18, 13:59:59,999;333.0
2005-09-18, 14:00:00,000;2005-09-18, 14:59:59,999;352.0
2005-09-18, 15:00:00,000;2005-09-18, 15:59:59,999;332.0
